Series_2_5
Sweep_2_5_5,  5.021474720E+04, 13:56:54.747, 2020/02/26 13:56:50.717, "YLP"
"Index", "Time[s]"       , "V-mon[V]"      
   1445,  7.225000000E-02, -6.784375012E-02
   1446,  7.230000000E-02, -6.784375012E-02
   1447,  7.235000000E-02, -6.790625304E-02
   1448,  7.240000000E-02, -6.781250238E-02
   1449,  7.245000000E-02, -6.768749654E-02
   1450,  7.250000000E-02, -6.787499785E-02
   1451,  7.255000000E-02, -6.787499785E-02
   1452,  7.260000000E-02, -6.787499785E-02
   1453,  7.265000000E-02, -6.781250238E-02
   1454,  7.270000000E-02, -6.787499785E-02
   1455,  7.275000000E-02, -6.787499785E-02
   1456,  7.280000000E-02, -6.781250238E-02
   1457,  7.285000000E-02, -6.781250238E-02
   1458,  7.290000000E-02, -6.787499785E-02
   1459,  7.295000000E-02, -6.790625304E-02
   1460,  7.300000000E-02, -6.784375012E-02
   1461,  7.305000000E-02, -6.784375012E-02
   1462,  7.310000000E-02, -6.778124720E-02
   1463,  7.315000000E-02, -6.793750077E-02
   1464,  7.320000000E-02, -6.790625304E-02
   1465,  7.325000000E-02, -6.774999946E-02
   1466,  7.330000000E-02, -6.787499785E-02
   1467,  7.335000000E-02, -6.790625304E-02
   1468,  7.340000000E-02, -6.781250238E-02
   1469,  7.345000000E-02, -6.796874851E-02
   1470,  7.350000000E-02, -6.796874851E-02
   1471,  7.355000000E-02, -6.778124720E-02
   1472,  7.360000000E-02, -6.781250238E-02
   1473,  7.365000000E-02, -6.790625304E-02
   1474,  7.370000000E-02, -6.793750077E-02
   1475,  7.375000000E-02, -6.774999946E-02
   1476,  7.380000000E-02, -6.790625304E-02
   1477,  7.385000000E-02, -6.793750077E-02
   1478,  7.390000000E-02, -6.781250238E-02
   1479,  7.395000000E-02, -6.787499785E-02
   1480,  7.400000000E-02, -6.778124720E-02
   1481,  7.405000000E-02, -6.793750077E-02
   1482,  7.410000000E-02, -6.781250238E-02
   1483,  7.415000000E-02, -6.784375012E-02
   1484,  7.420000000E-02, -6.781250238E-02
   1485,  7.425000000E-02, -6.774999946E-02
   1486,  7.430000000E-02, -6.787499785E-02
   1487,  7.435000000E-02, -6.778124720E-02
   1488,  7.440000000E-02, -6.774999946E-02
   1489,  7.445000000E-02, -6.787499785E-02
   1490,  7.450000000E-02, -6.787499785E-02
   1491,  7.455000000E-02, -6.774999946E-02
   1492,  7.460000000E-02, -6.768749654E-02
   1493,  7.465000000E-02, -6.796874851E-02
   1494,  7.470000000E-02, -6.796874851E-02
   1495,  7.475000000E-02, -6.784375012E-02
   1496,  7.480000000E-02, -6.781250238E-02
   1497,  7.485000000E-02, -6.778124720E-02
   1498,  7.490000000E-02, -6.787499785E-02
   1499,  7.495000000E-02, -6.781250238E-02
   1500,  7.500000000E-02, -6.787499785E-02
   1501,  7.505000000E-02, -6.787499785E-02
   1502,  7.510000000E-02, -6.784375012E-02
   1503,  7.515000000E-02, -6.787499785E-02
   1504,  7.520000000E-02, -6.781250238E-02
   1505,  7.525000000E-02, -6.784375012E-02
   1506,  7.530000000E-02, -6.787499785E-02
   1507,  7.535000000E-02, -6.787499785E-02
   1508,  7.540000000E-02, -6.784375012E-02
   1509,  7.545000000E-02, -6.771875173E-02
   1510,  7.550000000E-02, -6.781250238E-02
   1511,  7.555000000E-02, -6.778124720E-02
   1512,  7.560000000E-02, -6.781250238E-02
   1513,  7.565000000E-02, -6.781250238E-02
   1514,  7.570000000E-02, -6.778124720E-02
   1515,  7.575000000E-02, -6.781250238E-02
   1516,  7.580000000E-02, -6.778124720E-02
   1517,  7.585000000E-02, -6.784375012E-02
   1518,  7.590000000E-02, -6.778124720E-02
   1519,  7.595000000E-02, -6.781250238E-02
   1520,  7.600000000E-02, -6.790625304E-02
   1521,  7.605000000E-02, -6.778124720E-02
   1522,  7.610000000E-02, -6.768749654E-02
   1523,  7.615000000E-02, -6.774999946E-02
   1524,  7.620000000E-02, -6.784375012E-02
   1525,  7.625000000E-02, -6.781250238E-02
   1526,  7.630000000E-02, -6.784375012E-02
   1527,  7.635000000E-02, -6.787499785E-02
   1528,  7.640000000E-02, -6.787499785E-02
   1529,  7.645000000E-02, -6.771875173E-02
   1530,  7.650000000E-02, -6.774999946E-02
   1531,  7.655000000E-02, -6.787499785E-02
   1532,  7.660000000E-02, -6.793750077E-02
   1533,  7.665000000E-02, -6.774999946E-02
   1534,  7.670000000E-02, -6.787499785E-02
   1535,  7.675000000E-02, -6.790625304E-02
   1536,  7.680000000E-02, -6.778124720E-02
   1537,  7.685000000E-02, -6.781250238E-02
   1538,  7.690000000E-02, -6.787499785E-02
   1539,  7.695000000E-02, -6.790625304E-02
   1540,  7.700000000E-02, -6.774999946E-02
   1541,  7.705000000E-02, -6.781250238E-02
   1542,  7.710000000E-02, -6.796874851E-02
   1543,  7.715000000E-02, -6.787499785E-02
   1544,  7.720000000E-02, -6.787499785E-02
   1545,  7.725000000E-02, -6.787499785E-02
   1546,  7.730000000E-02, -6.781250238E-02
   1547,  7.735000000E-02, -6.781250238E-02
   1548,  7.740000000E-02, -6.774999946E-02
   1549,  7.745000000E-02, -6.787499785E-02
   1550,  7.750000000E-02, -6.762500107E-02
   1551,  7.755000000E-02, -6.781250238E-02
   1552,  7.760000000E-02, -6.778124720E-02
   1553,  7.765000000E-02, -6.781250238E-02
   1554,  7.770000000E-02, -6.774999946E-02
   1555,  7.775000000E-02, -6.778124720E-02
   1556,  7.780000000E-02, -6.771875173E-02
   1557,  7.785000000E-02, -6.771875173E-02
   1558,  7.790000000E-02, -6.778124720E-02
   1559,  7.795000000E-02, -6.781250238E-02
   1560,  7.800000000E-02, -6.774999946E-02
   1561,  7.805000000E-02, -6.781250238E-02
   1562,  7.810000000E-02, -6.784375012E-02
   1563,  7.815000000E-02, -6.778124720E-02
   1564,  7.820000000E-02, -6.781250238E-02
   1565,  7.825000000E-02, -6.781250238E-02
   1566,  7.830000000E-02, -6.784375012E-02
   1567,  7.835000000E-02, -6.784375012E-02
   1568,  7.840000000E-02, -6.787499785E-02
   1569,  7.845000000E-02, -6.778124720E-02
   1570,  7.850000000E-02, -6.787499785E-02
   1571,  7.855000000E-02, -6.784375012E-02
   1572,  7.860000000E-02, -6.790625304E-02
   1573,  7.865000000E-02, -6.787499785E-02
   1574,  7.870000000E-02, -6.784375012E-02
   1575,  7.875000000E-02, -6.790625304E-02
   1576,  7.880000000E-02, -6.781250238E-02
   1577,  7.885000000E-02, -6.778124720E-02
   1578,  7.890000000E-02, -6.790625304E-02
   1579,  7.895000000E-02, -6.787499785E-02
   1580,  7.900000000E-02, -6.787499785E-02
   1581,  7.905000000E-02, -6.787499785E-02
   1582,  7.910000000E-02, -6.781250238E-02
   1583,  7.915000000E-02, -6.774999946E-02
   1584,  7.920000000E-02, -6.778124720E-02
   1585,  7.925000000E-02, -6.784375012E-02
   1586,  7.930000000E-02, -6.793750077E-02
   1587,  7.935000000E-02, -6.787499785E-02
   1588,  7.940000000E-02, -6.784375012E-02
   1589,  7.945000000E-02, -6.800000370E-02
   1590,  7.950000000E-02, -6.793750077E-02
   1591,  7.955000000E-02, -6.784375012E-02
   1592,  7.960000000E-02, -6.784375012E-02
   1593,  7.965000000E-02, -6.784375012E-02
   1594,  7.970000000E-02, -6.787499785E-02
   1595,  7.975000000E-02, -6.784375012E-02
   1596,  7.980000000E-02, -6.781250238E-02
   1597,  7.985000000E-02, -6.774999946E-02
   1598,  7.990000000E-02, -6.784375012E-02
   1599,  7.995000000E-02, -6.787499785E-02
   1600,  8.000000000E-02, -6.784375012E-02
   1601,  8.005000000E-02, -6.784375012E-02
   1602,  8.010000000E-02, -6.790625304E-02
   1603,  8.015000000E-02, -6.793750077E-02
   1604,  8.020000000E-02, -6.787499785E-02
   1605,  8.025000000E-02, -6.784375012E-02
   1606,  8.030000000E-02, -6.774999946E-02
   1607,  8.035000000E-02, -6.790625304E-02
   1608,  8.040000000E-02, -6.787499785E-02
   1609,  8.045000000E-02, -6.793750077E-02
   1610,  8.050000000E-02, -6.796874851E-02
   1611,  8.055000000E-02, -6.784375012E-02
   1612,  8.060000000E-02, -6.784375012E-02
   1613,  8.065000000E-02, -6.787499785E-02
   1614,  8.070000000E-02, -6.787499785E-02
   1615,  8.075000000E-02, -6.793750077E-02
   1616,  8.080000000E-02, -6.790625304E-02
   1617,  8.085000000E-02, -6.778124720E-02
   1618,  8.090000000E-02, -6.781250238E-02
   1619,  8.095000000E-02, -6.774999946E-02
   1620,  8.100000000E-02, -6.784375012E-02
   1621,  8.105000000E-02, -6.778124720E-02
   1622,  8.110000000E-02, -6.774999946E-02
   1623,  8.115000000E-02, -6.781250238E-02
   1624,  8.120000000E-02, -6.781250238E-02
   1625,  8.125000000E-02, -6.778124720E-02
   1626,  8.130000000E-02, -6.793750077E-02
   1627,  8.135000000E-02, -6.781250238E-02
   1628,  8.140000000E-02, -6.781250238E-02
   1629,  8.145000000E-02, -6.784375012E-02
   1630,  8.150000000E-02, -6.784375012E-02
   1631,  8.155000000E-02, -6.781250238E-02
   1632,  8.160000000E-02, -6.778124720E-02
   1633,  8.165000000E-02, -6.781250238E-02
   1634,  8.170000000E-02, -6.784375012E-02
   1635,  8.175000000E-02, -6.784375012E-02
   1636,  8.180000000E-02, -6.781250238E-02
   1637,  8.185000000E-02, -6.787499785E-02
   1638,  8.190000000E-02, -6.790625304E-02
   1639,  8.195000000E-02, -6.784375012E-02
   1640,  8.200000000E-02, -6.790625304E-02
   1641,  8.205000000E-02, -6.784375012E-02
   1642,  8.210000000E-02, -6.781250238E-02
   1643,  8.215000000E-02, -6.784375012E-02
   1644,  8.220000000E-02, -6.778124720E-02
   1645,  8.225000000E-02, -6.784375012E-02
   1646,  8.230000000E-02, -6.784375012E-02
   1647,  8.235000000E-02, -6.784375012E-02
   1648,  8.240000000E-02, -6.790625304E-02
   1649,  8.245000000E-02, -6.787499785E-02
   1650,  8.250000000E-02, -6.781250238E-02
   1651,  8.255000000E-02, -6.774999946E-02
   1652,  8.260000000E-02, -6.778124720E-02
   1653,  8.265000000E-02, -6.778124720E-02
   1654,  8.270000000E-02, -6.781250238E-02
   1655,  8.275000000E-02, -6.774999946E-02
   1656,  8.280000000E-02, -6.771875173E-02
   1657,  8.285000000E-02, -6.784375012E-02
   1658,  8.290000000E-02, -6.781250238E-02
   1659,  8.295000000E-02, -6.774999946E-02
   1660,  8.300000000E-02, -6.778124720E-02
   1661,  8.305000000E-02, -6.787499785E-02
   1662,  8.310000000E-02, -6.771875173E-02
   1663,  8.315000000E-02, -6.784375012E-02
   1664,  8.320000000E-02, -6.781250238E-02
   1665,  8.325000000E-02, -6.771875173E-02
   1666,  8.330000000E-02, -6.774999946E-02
   1667,  8.335000000E-02, -6.771875173E-02
   1668,  8.340000000E-02, -6.781250238E-02
   1669,  8.345000000E-02, -6.774999946E-02
   1670,  8.350000000E-02, -6.781250238E-02
   1671,  8.355000000E-02, -6.778124720E-02
   1672,  8.360000000E-02, -6.771875173E-02
   1673,  8.365000000E-02, -6.778124720E-02
   1674,  8.370000000E-02, -6.784375012E-02
   1675,  8.375000000E-02, -6.784375012E-02
   1676,  8.380000000E-02, -6.778124720E-02
   1677,  8.385000000E-02, -6.784375012E-02
   1678,  8.390000000E-02, -6.793750077E-02
   1679,  8.395000000E-02, -6.774999946E-02
   1680,  8.400000000E-02, -6.771875173E-02
   1681,  8.405000000E-02, -6.787499785E-02
   1682,  8.410000000E-02, -6.778124720E-02
   1683,  8.415000000E-02, -6.784375012E-02
   1684,  8.420000000E-02, -6.784375012E-02
   1685,  8.425000000E-02, -6.787499785E-02
   1686,  8.430000000E-02, -6.787499785E-02
   1687,  8.435000000E-02, -6.784375012E-02
   1688,  8.440000000E-02, -6.787499785E-02
   1689,  8.445000000E-02, -6.787499785E-02
   1690,  8.450000000E-02, -6.781250238E-02
   1691,  8.455000000E-02, -6.778124720E-02
   1692,  8.460000000E-02, -6.787499785E-02
   1693,  8.465000000E-02, -6.781250238E-02
   1694,  8.470000000E-02, -6.787499785E-02
   1695,  8.475000000E-02, -6.781250238E-02
   1696,  8.480000000E-02, -6.778124720E-02
   1697,  8.485000000E-02, -6.781250238E-02
   1698,  8.490000000E-02, -6.781250238E-02
   1699,  8.495000000E-02, -6.771875173E-02
   1700,  8.500000000E-02, -6.771875173E-02
   1701,  8.505000000E-02, -6.778124720E-02
   1702,  8.510000000E-02, -6.778124720E-02
   1703,  8.515000000E-02, -6.784375012E-02
   1704,  8.520000000E-02, -6.778124720E-02
   1705,  8.525000000E-02, -6.781250238E-02
   1706,  8.530000000E-02, -6.778124720E-02
   1707,  8.535000000E-02, -6.784375012E-02
   1708,  8.540000000E-02, -6.778124720E-02
   1709,  8.545000000E-02, -6.778124720E-02
   1710,  8.550000000E-02, -6.781250238E-02
   1711,  8.555000000E-02, -6.790625304E-02
   1712,  8.560000000E-02, -6.784375012E-02
   1713,  8.565000000E-02, -6.771875173E-02
   1714,  8.570000000E-02, -6.787499785E-02
   1715,  8.575000000E-02, -6.790625304E-02
   1716,  8.580000000E-02, -6.771875173E-02
   1717,  8.585000000E-02, -6.774999946E-02
   1718,  8.590000000E-02, -6.778124720E-02
   1719,  8.595000000E-02, -6.781250238E-02
   1720,  8.600000000E-02, -6.778124720E-02
   1721,  8.605000000E-02, -6.784375012E-02
   1722,  8.610000000E-02, -6.778124720E-02
   1723,  8.615000000E-02, -6.781250238E-02
   1724,  8.620000000E-02, -6.787499785E-02
   1725,  8.625000000E-02, -6.781250238E-02
   1726,  8.630000000E-02, -6.759375334E-02
   1727,  8.635000000E-02, -6.778124720E-02
   1728,  8.640000000E-02, -6.781250238E-02
   1729,  8.645000000E-02, -6.778124720E-02
   1730,  8.650000000E-02, -6.771875173E-02
   1731,  8.655000000E-02, -6.787499785E-02
   1732,  8.660000000E-02, -6.771875173E-02
   1733,  8.665000000E-02, -6.781250238E-02
   1734,  8.670000000E-02, -6.768749654E-02
   1735,  8.675000000E-02, -6.771875173E-02
   1736,  8.680000000E-02, -6.778124720E-02
   1737,  8.685000000E-02, -6.768749654E-02
   1738,  8.690000000E-02, -6.781250238E-02
   1739,  8.695000000E-02, -6.778124720E-02
   1740,  8.700000000E-02, -6.781250238E-02
   1741,  8.705000000E-02, -6.778124720E-02
   1742,  8.710000000E-02, -6.774999946E-02
   1743,  8.715000000E-02, -6.771875173E-02
   1744,  8.720000000E-02, -6.781250238E-02
   1745,  8.725000000E-02, -6.771875173E-02
   1746,  8.730000000E-02, -6.774999946E-02
   1747,  8.735000000E-02, -6.787499785E-02
   1748,  8.740000000E-02, -6.774999946E-02
   1749,  8.745000000E-02, -6.778124720E-02
   1750,  8.750000000E-02, -6.774999946E-02
   1751,  8.755000000E-02, -6.778124720E-02
   1752,  8.760000000E-02, -6.768749654E-02
   1753,  8.765000000E-02, -6.756249815E-02
   1754,  8.770000000E-02, -6.771875173E-02
   1755,  8.775000000E-02, -6.774999946E-02
   1756,  8.780000000E-02, -6.774999946E-02
   1757,  8.785000000E-02, -6.781250238E-02
   1758,  8.790000000E-02, -6.781250238E-02
   1759,  8.795000000E-02, -6.778124720E-02
   1760,  8.800000000E-02, -6.762500107E-02
   1761,  8.805000000E-02, -6.774999946E-02
   1762,  8.810000000E-02, -6.781250238E-02
   1763,  8.815000000E-02, -6.787499785E-02
   1764,  8.820000000E-02, -6.778124720E-02
   1765,  8.825000000E-02, -6.771875173E-02
   1766,  8.830000000E-02, -6.774999946E-02
   1767,  8.835000000E-02, -6.768749654E-02
   1768,  8.840000000E-02, -6.774999946E-02
   1769,  8.845000000E-02, -6.784375012E-02
   1770,  8.850000000E-02, -6.778124720E-02
   1771,  8.855000000E-02, -6.768749654E-02
   1772,  8.860000000E-02, -6.774999946E-02
   1773,  8.865000000E-02, -6.784375012E-02
   1774,  8.870000000E-02, -6.778124720E-02
   1775,  8.875000000E-02, -6.781250238E-02
   1776,  8.880000000E-02, -6.781250238E-02
   1777,  8.885000000E-02, -6.768749654E-02
   1778,  8.890000000E-02, -6.774999946E-02
   1779,  8.895000000E-02, -6.781250238E-02
   1780,  8.900000000E-02, -6.781250238E-02
   1781,  8.905000000E-02, -6.778124720E-02
   1782,  8.910000000E-02, -6.778124720E-02
   1783,  8.915000000E-02, -6.778124720E-02
   1784,  8.920000000E-02, -6.781250238E-02
   1785,  8.925000000E-02, -6.771875173E-02
   1786,  8.930000000E-02, -6.771875173E-02
   1787,  8.935000000E-02, -6.781250238E-02
   1788,  8.940000000E-02, -6.774999946E-02
   1789,  8.945000000E-02, -6.774999946E-02
   1790,  8.950000000E-02, -6.768749654E-02
   1791,  8.955000000E-02, -6.762500107E-02
   1792,  8.960000000E-02, -6.774999946E-02
   1793,  8.965000000E-02, -6.768749654E-02
   1794,  8.970000000E-02, -6.768749654E-02
   1795,  8.975000000E-02, -6.771875173E-02
   1796,  8.980000000E-02, -6.778124720E-02
   1797,  8.985000000E-02, -6.771875173E-02
   1798,  8.990000000E-02, -6.762500107E-02
   1799,  8.995000000E-02, -6.771875173E-02
   1800,  9.000000000E-02, -6.778124720E-02
   1801,  9.005000000E-02, -6.778124720E-02
   1802,  9.010000000E-02, -6.774999946E-02
   1803,  9.015000000E-02, -6.768749654E-02
   1804,  9.020000000E-02, -6.774999946E-02
   1805,  9.025000000E-02, -6.774999946E-02
   1806,  9.030000000E-02, -6.781250238E-02
   1807,  9.035000000E-02, -6.774999946E-02
   1808,  9.040000000E-02, -6.768749654E-02
   1809,  9.045000000E-02, -6.781250238E-02
   1810,  9.050000000E-02, -6.781250238E-02
   1811,  9.055000000E-02, -6.774999946E-02
   1812,  9.060000000E-02, -6.774999946E-02
   1813,  9.065000000E-02, -6.784375012E-02
   1814,  9.070000000E-02, -6.774999946E-02
   1815,  9.075000000E-02, -6.771875173E-02
   1816,  9.080000000E-02, -6.781250238E-02
   1817,  9.085000000E-02, -6.781250238E-02
   1818,  9.090000000E-02, -6.781250238E-02
   1819,  9.095000000E-02, -6.778124720E-02
   1820,  9.100000000E-02, -6.778124720E-02
   1821,  9.105000000E-02, -6.768749654E-02
   1822,  9.110000000E-02, -6.771875173E-02
   1823,  9.115000000E-02, -6.771875173E-02
   1824,  9.120000000E-02, -6.771875173E-02
   1825,  9.125000000E-02, -6.771875173E-02
   1826,  9.130000000E-02, -6.771875173E-02
   1827,  9.135000000E-02, -6.774999946E-02
   1828,  9.140000000E-02, -6.771875173E-02
   1829,  9.145000000E-02, -6.768749654E-02
   1830,  9.150000000E-02, -6.768749654E-02
   1831,  9.155000000E-02, -6.771875173E-02
   1832,  9.160000000E-02, -6.774999946E-02
   1833,  9.165000000E-02, -6.778124720E-02
   1834,  9.170000000E-02, -6.771875173E-02
   1835,  9.175000000E-02, -6.768749654E-02
   1836,  9.180000000E-02, -6.771875173E-02
   1837,  9.185000000E-02, -6.778124720E-02
   1838,  9.190000000E-02, -6.771875173E-02
   1839,  9.195000000E-02, -6.768749654E-02
   1840,  9.200000000E-02, -6.781250238E-02
   1841,  9.205000000E-02, -6.781250238E-02
   1842,  9.210000000E-02, -6.774999946E-02
   1843,  9.215000000E-02, -6.771875173E-02
   1844,  9.220000000E-02, -6.771875173E-02
   1845,  9.225000000E-02, -6.774999946E-02
   1846,  9.230000000E-02, -6.768749654E-02
   1847,  9.235000000E-02, -6.774999946E-02
   1848,  9.240000000E-02, -6.774999946E-02
   1849,  9.245000000E-02, -6.774999946E-02
   1850,  9.250000000E-02, -6.774999946E-02
   1851,  9.255000000E-02, -6.774999946E-02
   1852,  9.260000000E-02, -6.762500107E-02
   1853,  9.265000000E-02, -6.768749654E-02
   1854,  9.270000000E-02, -6.774999946E-02
   1855,  9.275000000E-02, -6.784375012E-02
   1856,  9.280000000E-02, -6.771875173E-02
   1857,  9.285000000E-02, -6.778124720E-02
   1858,  9.290000000E-02, -6.778124720E-02
   1859,  9.295000000E-02, -6.774999946E-02
   1860,  9.300000000E-02, -6.774999946E-02
   1861,  9.305000000E-02, -6.768749654E-02
   1862,  9.310000000E-02, -6.778124720E-02
   1863,  9.315000000E-02, -6.774999946E-02
   1864,  9.320000000E-02, -6.774999946E-02
   1865,  9.325000000E-02, -6.781250238E-02
   1866,  9.330000000E-02, -6.781250238E-02
   1867,  9.335000000E-02, -6.778124720E-02
   1868,  9.340000000E-02, -6.771875173E-02
   1869,  9.345000000E-02, -6.778124720E-02
   1870,  9.350000000E-02, -6.759375334E-02
   1871,  9.355000000E-02, -6.771875173E-02
   1872,  9.360000000E-02, -6.762500107E-02
   1873,  9.365000000E-02, -6.762500107E-02
   1874,  9.370000000E-02, -6.784375012E-02
   1875,  9.375000000E-02, -6.781250238E-02
   1876,  9.380000000E-02, -6.768749654E-02
   1877,  9.385000000E-02, -6.774999946E-02
   1878,  9.390000000E-02, -6.778124720E-02
   1879,  9.395000000E-02, -6.778124720E-02
   1880,  9.400000000E-02, -6.781250238E-02
   1881,  9.405000000E-02, -6.771875173E-02
   1882,  9.410000000E-02, -6.774999946E-02
   1883,  9.415000000E-02, -6.774999946E-02
   1884,  9.420000000E-02, -6.781250238E-02
   1885,  9.425000000E-02, -6.781250238E-02
   1886,  9.430000000E-02, -6.768749654E-02
   1887,  9.435000000E-02, -6.781250238E-02
   1888,  9.440000000E-02, -6.781250238E-02
   1889,  9.445000000E-02, -6.778124720E-02
   1890,  9.450000000E-02, -6.778124720E-02
   1891,  9.455000000E-02, -6.778124720E-02
   1892,  9.460000000E-02, -6.790625304E-02
   1893,  9.465000000E-02, -6.781250238E-02
   1894,  9.470000000E-02, -6.774999946E-02
   1895,  9.475000000E-02, -6.771875173E-02
   1896,  9.480000000E-02, -6.771875173E-02
   1897,  9.485000000E-02, -6.784375012E-02
   1898,  9.490000000E-02, -6.781250238E-02
   1899,  9.495000000E-02, -6.781250238E-02
   1900,  9.500000000E-02, -6.768749654E-02
   1901,  9.505000000E-02, -6.784375012E-02
   1902,  9.510000000E-02, -6.784375012E-02
   1903,  9.515000000E-02, -6.768749654E-02
   1904,  9.520000000E-02, -6.771875173E-02
   1905,  9.525000000E-02, -6.778124720E-02
   1906,  9.530000000E-02, -6.784375012E-02
   1907,  9.535000000E-02, -6.778124720E-02
   1908,  9.540000000E-02, -6.778124720E-02
   1909,  9.545000000E-02, -6.787499785E-02
   1910,  9.550000000E-02, -6.781250238E-02
   1911,  9.555000000E-02, -6.781250238E-02
   1912,  9.560000000E-02, -6.781250238E-02
   1913,  9.565000000E-02, -6.771875173E-02
   1914,  9.570000000E-02, -6.771875173E-02
   1915,  9.575000000E-02, -6.768749654E-02
   1916,  9.580000000E-02, -6.774999946E-02
   1917,  9.585000000E-02, -6.778124720E-02
   1918,  9.590000000E-02, -6.774999946E-02
   1919,  9.595000000E-02, -6.787499785E-02
   1920,  9.600000000E-02, -6.781250238E-02
   1921,  9.605000000E-02, -6.778124720E-02
   1922,  9.610000000E-02, -6.784375012E-02
   1923,  9.615000000E-02, -6.781250238E-02
   1924,  9.620000000E-02, -6.771875173E-02
   1925,  9.625000000E-02, -6.781250238E-02
   1926,  9.630000000E-02, -6.781250238E-02
   1927,  9.635000000E-02, -6.774999946E-02
   1928,  9.640000000E-02, -6.787499785E-02
   1929,  9.645000000E-02, -6.787499785E-02
   1930,  9.650000000E-02, -6.781250238E-02
   1931,  9.655000000E-02, -6.778124720E-02
   1932,  9.660000000E-02, -6.778124720E-02
   1933,  9.665000000E-02, -6.771875173E-02
   1934,  9.670000000E-02, -6.774999946E-02
   1935,  9.675000000E-02, -6.781250238E-02
   1936,  9.680000000E-02, -6.784375012E-02
   1937,  9.685000000E-02, -6.778124720E-02
   1938,  9.690000000E-02, -6.771875173E-02
   1939,  9.695000000E-02, -6.784375012E-02
   1940,  9.700000000E-02, -6.784375012E-02
   1941,  9.705000000E-02, -6.790625304E-02
   1942,  9.710000000E-02, -6.781250238E-02
   1943,  9.715000000E-02, -6.774999946E-02
   1944,  9.720000000E-02, -6.781250238E-02
   1945,  9.725000000E-02, -6.784375012E-02
   1946,  9.730000000E-02, -6.784375012E-02
   1947,  9.735000000E-02, -6.781250238E-02
   1948,  9.740000000E-02, -6.784375012E-02
   1949,  9.745000000E-02, -6.784375012E-02
   1950,  9.750000000E-02, -6.784375012E-02
   1951,  9.755000000E-02, -6.774999946E-02
   1952,  9.760000000E-02, -6.774999946E-02
   1953,  9.765000000E-02, -6.793750077E-02
   1954,  9.770000000E-02, -6.781250238E-02
   1955,  9.775000000E-02, -6.781250238E-02
   1956,  9.780000000E-02, -6.790625304E-02
   1957,  9.785000000E-02, -6.784375012E-02
   1958,  9.790000000E-02, -6.781250238E-02
   1959,  9.795000000E-02, -6.790625304E-02
   1960,  9.800000000E-02, -6.790625304E-02
   1961,  9.805000000E-02, -6.784375012E-02
   1962,  9.810000000E-02, -6.781250238E-02
   1963,  9.815000000E-02, -6.784375012E-02
   1964,  9.820000000E-02, -6.787499785E-02
   1965,  9.825000000E-02, -6.778124720E-02
   1966,  9.830000000E-02, -6.784375012E-02
   1967,  9.835000000E-02, -6.778124720E-02
   1968,  9.840000000E-02, -6.784375012E-02
   1969,  9.845000000E-02, -6.781250238E-02
   1970,  9.850000000E-02, -6.781250238E-02
   1971,  9.855000000E-02, -6.771875173E-02
   1972,  9.860000000E-02, -6.784375012E-02
   1973,  9.865000000E-02, -6.781250238E-02
   1974,  9.870000000E-02, -6.778124720E-02
   1975,  9.875000000E-02, -6.781250238E-02
   1976,  9.880000000E-02, -6.771875173E-02
   1977,  9.885000000E-02, -6.774999946E-02
   1978,  9.890000000E-02, -6.774999946E-02
   1979,  9.895000000E-02, -6.787499785E-02
   1980,  9.900000000E-02, -6.781250238E-02
   1981,  9.905000000E-02, -6.774999946E-02
   1982,  9.910000000E-02, -6.768749654E-02
   1983,  9.915000000E-02, -6.778124720E-02
   1984,  9.920000000E-02, -6.784375012E-02
   1985,  9.925000000E-02, -6.774999946E-02
   1986,  9.930000000E-02, -6.781250238E-02
   1987,  9.935000000E-02, -6.784375012E-02
   1988,  9.940000000E-02, -6.771875173E-02
   1989,  9.945000000E-02, -6.768749654E-02
   1990,  9.950000000E-02, -6.778124720E-02
   1991,  9.955000000E-02, -6.778124720E-02
   1992,  9.960000000E-02, -6.778124720E-02
   1993,  9.965000000E-02, -6.778124720E-02
   1994,  9.970000000E-02, -6.774999946E-02
   1995,  9.975000000E-02, -6.768749654E-02
   1996,  9.980000000E-02, -6.778124720E-02
   1997,  9.985000000E-02, -6.778124720E-02
   1998,  9.990000000E-02, -6.768749654E-02
   1999,  9.995000000E-02, -6.771875173E-02
   2000,  1.000000000E-01, -6.781250238E-02
   2001,  1.000500000E-01, -6.771875173E-02
   2002,  1.001000000E-01, -6.762500107E-02
   2003,  1.001500000E-01, -6.778124720E-02
   2004,  1.002000000E-01, -6.771875173E-02
   2005,  1.002500000E-01, -6.759375334E-02
   2006,  1.003000000E-01, -6.746874750E-02
   2007,  1.003500000E-01, -6.743749976E-02
   2008,  1.004000000E-01, -6.750000268E-02
   2009,  1.004500000E-01, -6.737499684E-02
   2010,  1.005000000E-01, -6.753125042E-02
   2011,  1.005500000E-01, -6.737499684E-02
   2012,  1.006000000E-01, -6.728125364E-02
   2013,  1.006500000E-01, -6.740625203E-02
   2014,  1.007000000E-01, -6.737499684E-02
   2015,  1.007500000E-01, -6.734374911E-02
   2016,  1.008000000E-01, -6.731250137E-02
   2017,  1.008500000E-01, -6.731250137E-02
   2018,  1.009000000E-01, -6.724999845E-02
   2019,  1.009500000E-01, -6.731250137E-02
   2020,  1.010000000E-01, -6.728125364E-02
   2021,  1.010500000E-01, -6.721875072E-02
   2022,  1.011000000E-01, -6.718750298E-02
   2023,  1.011500000E-01, -6.718750298E-02
